,unified_id,ident,gps_code,latitude_deg,longitude_deg,timezone
38944,KDTA,KDTA,KDTA,39.3805999756,-112.508003235,America/Denver
38945,KDTL,KDTL,KDTL,46.824301,-95.883322,America/Chicago
38946,KDTN,KDTN,KDTN,32.5401992798,-93.7450027466,America/Chicago
38947,KDTO,KDTO,KDTO,33.201769,-97.197983,America/Chicago
38948,KDTS,KDTS,KDTS,30.400101,-86.471497,America/Chicago
38949,KDTW,KDTW,KDTW,42.21377,-83.353786,America/Detroit
38950,KDUA,KDUA,KDUA,33.939675,-96.395072,America/Chicago
38951,KDUC,KDUC,KDUC,34.47090149,-97.9598999,America/Chicago
38952,KDUG,KDUG,KDUG,31.464139,-109.60456,America/Phoenix
38953,KDUH,KDUH,KDUH,41.73590087890625,-83.65540313720703,America/Detroit
38954,KDUJ,KDUJ,KDUJ,41.17829895,-78.8986969,America/New_York
38955,KDUX,KDUX,KDUX,35.857899,-102.013,America/Chicago
38956,KDVK,KDVK,KDVK,37.579409,-84.774347,America/New_York
38957,KDVL,KDVL,KDVL,48.115454,-98.908796,America/Chicago
38958,KDVN,KDVN,KDVN,41.610432,-90.589693,America/Chicago
38959,KDVO,KDVO,KDVO,38.143600463867,-122.55599975586,America/Los_Angeles
38960,KDVP,KDVP,KDVP,43.986801,-95.7826,America/Chicago
38961,KDVT,KDVT,KDVT,33.6883010864,-112.083000183,America/Phoenix
38962,KDW,KDW,,7.2415,80.7834,Asia/Colombo
38963,KDWA,KDWA,KDWA,38.57910156,-121.8570023,America/Los_Angeles
38964,KDWH,KDWH,KDWH,30.0618000031,-95.5528030396,America/Chicago
38965,KDWU,KDWU,KDWU,38.554501,-82.737999,America/New_York
38966,KDXE,KDXE,KDXE,36.77750015,-89.94120026,America/Chicago
38967,KDXR,KDXR,KDXR,41.371656,-73.482227,America/New_York
38968,KDXX,KDXX,KDXX,44.986198,-96.177696,America/Chicago
38969,KDYA,KDYA,KDYA,32.463799,-87.954102,America/Chicago
38970,KDYB,KDYB,KDYB,33.0634,-80.279297,America/New_York
38971,KDYL,KDYL,KDYL,40.3330001831,-75.1222991943,America/New_York
38972,KDYR,KDYR,KDYR,35.999158,-89.404898,America/Chicago
38973,KDYS,KDYS,KDYS,32.420799,-99.854599,America/Chicago
38974,KDYT,KDYT,KDYT,46.721901,-92.043404,America/Chicago
38975,KDZ,KDZ,,7.3251,80.6422,Asia/Colombo
38976,KDZB,KDZB,KDZB,30.52709961,-98.35870361,America/Chicago
38977,KDZJ,KDZJ,KDZJ,34.855099,-83.996902,America/New_York
38978,KE-0001,KE-0001,HKZF,-0.463046,34.062473,Africa/Nairobi
38979,KE-0002,KE-0002,,0.133333,34.083332,Africa/Nairobi
38980,KE-0003,KE-0003,HKRK,-0.415645,34.141445,Africa/Nairobi
38981,KE-0004,KE-0004,HKOL,3.810904,34.360943,Africa/Nairobi
38982,KE-0005,KE-0005,,-1.069278,35.050777,Africa/Nairobi
38983,KE-0006,KE-0006,,-2.169513,40.896414,Africa/Nairobi
38984,KE-0007,KE-0007,,-0.392801,35.33093,Africa/Nairobi
38985,KE-0009,KE-0009,,0.652355,35.381627,Africa/Nairobi
38986,KE-0010,KE-0010,HKSP,-1.493971,35.410116,Africa/Nairobi
38987,KE-0013,KE-0013,,-0.331626,35.933833,Africa/Nairobi
38988,KE-0014,KE-0014,,-0.189141,35.962871,Africa/Nairobi
38989,KE-0015,KE-0015,,0.603167,36.013,Africa/Nairobi
38990,KE-0016,KE-0016,,-2.020333,36.039112,Africa/Nairobi
38991,KE-0017,KE-0017,,-1.975631,36.047641,Africa/Nairobi
38992,KE-0018,KE-0018,,1.173284,36.090608,Africa/Nairobi
38993,KE-0019,KE-0019,,-0.452654,36.085496,Africa/Nairobi
38994,KE-0020,KE-0020,,-0.481119,36.123218,Africa/Nairobi
38995,KE-0021,KE-0021,,-0.745246,36.171055,Africa/Nairobi
38996,KE-0023,KE-0023,,-0.863153,36.228068,Africa/Nairobi
38997,KE-0024,KE-0024,,-0.399523,36.234254,Africa/Nairobi
38998,KE-0025,KE-0025,,1.517222,36.285278,Africa/Nairobi
38999,KE-0026,KE-0026,,-0.8190000057220459,36.28783416748047,Africa/Nairobi
39000,KE-0027,KE-0027,,-0.694161,36.316681,Africa/Nairobi
39001,KE-0028,KE-0028,,-0.494715,36.352908,Africa/Nairobi
39002,KE-0029,KE-0029,,-0.0137670002877712,36.36973571777344,Africa/Nairobi
39003,KE-0030,KE-0030,,-0.587807,36.406775,Africa/Nairobi
39004,KE-0032,KE-0032,,0.714812,36.586594,Africa/Nairobi
39005,KE-0033,KE-0033,HKSO,0.413292,36.651665,Africa/Nairobi
39006,KE-0034,KE-0034,HKIK,-1.581194,36.812832,Africa/Nairobi
39007,KE-0035,KE-0035,,-2.120226,36.815678,Africa/Nairobi
39008,KE-0036,KE-0036,,0.659513,36.86741,Africa/Nairobi
39009,KE-0037,KE-0037,,-0.141092,36.914995,Africa/Nairobi
39010,KE-0038,KE-0038,,0.016509,36.900701,Africa/Nairobi
39011,KE-0040,KE-0040,,-1.1459519863128662,36.91798782348633,Africa/Nairobi
39012,KE-0041,KE-0041,,-0.298471,36.947185,Africa/Nairobi
39013,KE-0042,KE-0042,HKHX,0.933333,37.066666,Africa/Nairobi
39014,KE-0043,KE-0043,,2.930361,37.067528,Africa/Nairobi
39015,KE-0044,KE-0044,,0.132423,37.159395,Africa/Nairobi
39016,KE-0045,KE-0045,,0.0429,37.20151,Africa/Nairobi
39017,KE-0046,KE-0046,,0.10022,37.304198,Africa/Nairobi
39018,KE-0047,KE-0047,,0.426222,37.334026,Africa/Nairobi
39019,KE-0048,KE-0048,,-0.695141,37.376411,Africa/Nairobi
39020,KE-0049,KE-0049,,0.635642,37.380241,Africa/Nairobi
39021,KE-0050,KE-0050,,1.015742,37.393387,Africa/Nairobi
39022,KE-0051,KE-0051,,-0.05232,37.464532,Africa/Nairobi
39023,KE-0052,KE-0052,,0.195157,37.470289,Africa/Nairobi
39024,KE-0053,KE-0053,,-2.56229,37.543027,Africa/Nairobi
39025,KE-0054,KE-0054,,3.341831,37.720792,Africa/Nairobi
39026,KE-0055,KE-0055,,-3.626263,37.78253,Africa/Nairobi
39027,KE-0056,KE-0056,,-2.945968,37.914688,Africa/Nairobi
39028,KE-0057,KE-0057,,-3.408667,38.119919,Africa/Nairobi
39029,KE-0058,KE-0058,,-2.753061,38.121118,Africa/Nairobi
39030,KE-0059,KE-0059,,-3.179622,38.128781,Africa/Nairobi
39031,KE-0060,KE-0060,,4.1232,35.85745,Africa/Nairobi
39032,KE-0061,KE-0061,,-2.216722,38.38689,Africa/Nairobi
39033,KE-0062,KE-0062,,-3.400585,38.950128,Africa/Nairobi
39034,KE-0063,KE-0063,HKON,-2.329158,39.035182,Africa/Nairobi
39035,KE-0064,KE-0064,,3.524281,39.047738,Africa/Addis_Ababa
39036,KE-0065,KE-0065,HKCD,-3.076832,39.244552,Africa/Nairobi
39037,KE-0066,KE-0066,,-4.170062,39.433923,Africa/Nairobi
39038,KE-0067,KE-0067,,-2.997436,39.288256,Africa/Nairobi
39039,KE-0068,KE-0068,,-2.896018,39.49747,Africa/Nairobi
39040,KE-0069,KE-0069,,-3.808441,39.797235,Africa/Nairobi
39041,KE-0070,KE-0070,,-3.842052,39.805092,Africa/Nairobi
39042,KE-0071,KE-0071,,-2.267013,40.092438,Africa/Nairobi
39043,KE-0072,KE-0072,,3.924659,41.223547,Africa/Nairobi
39044,KE-0073,KE-0073,HKFD,0.231557,37.364159,Africa/Nairobi
39045,KE-0074,KE-0074,,0.269778,37.329096,Africa/Nairobi
39046,KE-0076,KE-0076,,-0.161788,37.44557,Africa/Nairobi
39047,KE-0077,KE-0077,,1.994582,37.916434,Africa/Nairobi
39048,KE-0078,KE-0078,,3.134855,37.426236,Africa/Nairobi
39049,KE-0079,KE-0079,,1.06402,37.720198,Africa/Nairobi
39050,KE-0080,KE-0080,,-1.847326,40.091586,Africa/Nairobi
39051,KE-0081,KE-0081,,-1.189574,39.81448,Africa/Nairobi
39052,KE-0082,KE-0082,,-0.069552,38.382484,Africa/Nairobi
39053,KE-0083,KE-0083,,-0.049021,38.308839,Africa/Nairobi
39054,KE-0084,KE-0084,,0.118823,38.268142,Africa/Nairobi
39055,KE-0085,KE-0085,,0.02597,38.065436,Africa/Nairobi
39056,KE-0086,KE-0086,,-0.797263,36.40794,Africa/Nairobi
39057,KE-0087,KE-0087,HKAL,2.267596,35.029196,Africa/Nairobi
39058,KE-0088,KE-0088,,3.703752,36.265059,Africa/Nairobi
39059,KE-0089,KE-0089,HKAD,3.566973,41.511833,Africa/Nairobi
39060,KE-0090,KE-0090,,-0.107107,39.046973,Africa/Nairobi
39061,KE-0091,KE-0091,,-1.51094,37.034369,Africa/Nairobi
39062,KE-0092,KE-0092,,-3.663575,38.945339,Africa/Nairobi
39063,KE-0093,KE-0093,,1.807578,36.679137,Africa/Nairobi
39064,KE-0094,KE-0094,,1.340706,36.856679,Africa/Nairobi
39065,KE-0095,KE-0095,,-0.795118,36.295698,Africa/Nairobi
39066,KE-0096,KE-0096,,-0.767433,36.397561,Africa/Nairobi
39067,KE-0097,KE-0097,,2.505995,37.565966,Africa/Nairobi
39068,KE-0099,KE-0099,,-1.040713,36.992879,Africa/Nairobi
39069,KE-0100,KE-0100,,-1.014151,35.342216,Africa/Nairobi
39070,KE-0101,KE-0101,HKBE,-0.776471,35.318411,Africa/Nairobi
39071,KE-0102,KE-0102,HKBZ,2.801467,39.481064,Africa/Nairobi
39072,KE-0103,KE-0103,HKBT,3.337517,39.41424,Africa/Nairobi
39073,KE-0104,KE-0104,,-0.191457,35.864189,Africa/Nairobi
39074,KE-0105,KE-0105,,0.666346,37.910434,Africa/Nairobi
39075,KE-0106,KE-0106,,-2.52936,37.7325,Africa/Nairobi
39076,KE-0107,KE-0107,HKCC,-1.680236,35.343177,Africa/Nairobi
39077,KE-0108,KE-0108,HKDA,0.058189,40.318055,Africa/Nairobi
39078,KE-0109,KE-0109,,0.367944,37.141442,Africa/Nairobi
39079,KE-0110,KE-0110,,1.465284,37.073011,Africa/Nairobi
39080,KE-0111,KE-0111,,0.235863,37.078371,Africa/Nairobi
39081,KE-0112,KE-0112,,0.510757,36.294394,Africa/Nairobi
39082,KE-0113,KE-0113,,-1.783522,36.057783,Africa/Nairobi
39083,KE-0114,KE-0114,,-1.842318,35.86778,Africa/Nairobi
39084,KE-0115,KE-0115,HKFZ,-4.573672,39.447079,Africa/Nairobi
39085,KE-0116,KE-0116,,-3.061225,39.331335,Africa/Nairobi
39086,KE-0117,KE-0117,,2.636477,36.932055,Africa/Nairobi
39087,KE-0118,KE-0118,,-0.502798,36.356915,Africa/Nairobi
39088,KE-0119,KE-0119,,-0.18786,35.856818,Africa/Nairobi
39089,KE-0120,KE-0120,,1.016215,39.505836,Africa/Nairobi
39090,KE-0121,KE-0121,,4.281844,36.267102,Africa/Nairobi
39091,KE-0122,KE-0122,,4.304767,36.23564,Africa/Nairobi
39092,KE-0123,KE-0123,,-1.806828,35.704339,Africa/Nairobi
39093,KE-0124,KE-0124,,-0.523628,36.187582,Africa/Nairobi
39094,KE-0125,KE-0125,,0.694423,37.611987,Africa/Nairobi
39095,KE-0126,KE-0126,,-0.823913,37.715869,Africa/Nairobi
39096,KE-0127,KE-0127,,0.601404,36.736467,Africa/Nairobi
39097,KE-0128,KE-0128,,-2.753129,37.879328,Africa/Nairobi
39098,KE-0129,KE-0129,,-3.851376,38.515389,Africa/Nairobi
39099,KE-0130,KE-0130,,3.756978,35.833826,Africa/Nairobi
39100,KE-0131,KE-0131,,2.284536,35.428834,Africa/Nairobi
39101,KE-0132,KE-0132,,-1.299226,36.475135,Africa/Nairobi
39102,KE-0133,KE-0133,HKTB,-1.263497,35.027533,Africa/Nairobi
39103,KE-0134,KE-0134,HKFK,0.173081,36.583018,Africa/Nairobi
39104,KE-0135,KE-0135,,-0.957075,36.591668,Africa/Nairobi
39105,KE-0136,KE-0136,,-2.627593,38.338681,Africa/Nairobi
39106,KE-0137,KE-0137,,-2.752942,37.525214,Africa/Nairobi
39107,KE-0138,KE-0138,,-0.454084,36.493097,Africa/Nairobi
39108,KE-0139,KE-0139,,0.598082,37.319715,Africa/Nairobi
39109,KE-0140,KE-0140,HKSF,0.512642,36.694537,Africa/Nairobi
39110,KE-0141,KE-0141,,-1.915835,36.006139,Africa/Nairobi
39111,KE-0142,KE-0142,,-0.843317,36.259475,Africa/Nairobi
39112,KE-0143,KE-0143,,2.013693,37.517637,Africa/Nairobi
39113,KE-0144,KE-0144,,2.007589,37.492161,Africa/Nairobi
39114,KE-0145,KE-0145,,2.00616,36.8299,Africa/Nairobi
39115,KE-0146,KE-0146,,-1.12471,35.197795,Africa/Nairobi
39116,KE-0147,KE-0147,,0.64436,36.428876,Africa/Nairobi
39117,KE-0148,KE-0148,,-2.228949,40.971447,Africa/Nairobi
39118,KE-0149,KE-0149,,-1.536513,36.020637,Africa/Nairobi
39119,KE-0150,KE-0150,,0.591385,37.586685,Africa/Nairobi
39120,KE-0151,KE-0151,,1.547691,37.108677,Africa/Nairobi
39121,KE-0152,KE-0152,,2.243084,36.670897,Africa/Nairobi
39122,KE-0153,KE-0153,,0.504473,37.006397,Africa/Nairobi
39123,KE-0154,KE-0154,,-1.106687,36.688778,Africa/Nairobi
39124,KE-0155,KE-0155,HKLM,0.107106,37.278907,Africa/Nairobi
39125,KE-0156,KE-0156,HKOT,-0.817141,36.391404,Africa/Nairobi
39126,KE-0157,KE-0157,,4.284767,35.870662,Africa/Nairobi
39127,KE-0158,KE-0158,,-3.048705,38.689706,Africa/Nairobi
39128,KE-0159,KE-0159,,-1.483679,37.098339,Africa/Nairobi
39129,KE-0160,KE-0160,,-3.094749,38.476476,Africa/Nairobi
39130,KE-0161,KE-0161,,-0.436316,35.297992,Africa/Nairobi
39131,KE-0162,KE-0162,,-0.043513,37.145448,Africa/Nairobi
39132,KE-0163,KE-0163,,-0.397362,36.215325,Africa/Nairobi
39133,KE-0164,KE-0164,,1.090173,38.599714,Africa/Nairobi
39134,KE-0165,KE-0165,,-0.1115,36.124334,Africa/Nairobi
39135,KE-0166,KE-0166,HKEO,1.209714,34.796225,Africa/Nairobi
39136,KE-0167,KE-0167,,0.352756,36.894339,Africa/Nairobi
39137,KE-0168,KE-0168,,0.290105,36.892422,Africa/Nairobi
39138,KE-0169,KE-0169,,0.121521,38.13033,Africa/Nairobi
39139,KE-0170,KE-0170,,0.251711,36.805338,Africa/Nairobi
39140,KE-0171,KE-0171,,-1.846779,38.204732,Africa/Nairobi
39141,KE-0172,KE-0172,,-3.517815,38.442556,Africa/Nairobi
39142,KE-0173,KE-0173,,1.058237,37.437892,Africa/Nairobi
39143,KE-0174,KE-0174,,4.114564,35.84352,Africa/Nairobi
39144,KE-0175,KE-0175,,-0.170666,37.136612,Africa/Nairobi
39145,KE-0176,KE-0176,,1.170659,37.252765,Africa/Nairobi
39146,KE-0177,KE-0177,,-2.42834,40.193087,Africa/Nairobi
39147,KE-0178,KE-0178,,1.735737,37.3216,Africa/Nairobi
39148,KE-0179,KE-0179,,-1.713883,35.559288,Africa/Nairobi
39149,KE-0180,KE-0180,,-1.813717,36.018261,Africa/Nairobi
39150,KE-0182,KE-0182,HKOY,-1.378468,35.38032,Africa/Nairobi
39151,KE-0183,KE-0183,,0.60964,37.53018,Africa/Nairobi
39152,KE-0184,KE-0184,HKEU,-1.606288,35.436835,Africa/Nairobi
39153,KE-0185,KE-0185,,2.846734,35.050887,Africa/Nairobi
39154,KE-0186,KE-0186,,-3.575566,38.760165,Africa/Nairobi
39155,KE-0187,KE-0187,,0.431231,36.729133,Africa/Nairobi
39156,KE-0188,KE-0188,HKAV,-3.072405,39.215665,Africa/Nairobi
39157,KE-0189,KE-0189,,2.314229,36.88698,Africa/Nairobi
39158,KE-0190,KE-0190,,2.544761,37.944126,Africa/Nairobi
39159,KE-0191,KE-0191,,0.658176,37.700377,Africa/Nairobi
39160,KE-0192,KE-0192,,-2.669864,38.363745,Africa/Nairobi
39161,KE-0193,KE-0193,HKOR,1.58209,35.471191,Africa/Nairobi
39162,KE-0194,KE-0194,,-0.721299,36.28709,Africa/Nairobi
39163,KE-0195,KE-0195,,0.418494,36.738667,Africa/Nairobi
39164,KE-0196,KE-0196,,2.172091,36.906929,Africa/Nairobi
39165,KE-0197,KE-0197,,-0.273941,35.767293,Africa/Nairobi
39166,KE-0198,KE-0198,,1.077515,37.092131,Africa/Nairobi
39167,KE-0199,KE-0199,HKTI,-0.017443,35.351428,Africa/Nairobi
39168,KE-0200,KE-0200,,-2.683626,37.178356,Africa/Nairobi
39169,KE-0201,KE-0201,,-2.638919,38.364736,Africa/Nairobi
39170,KE-0202,KE-0202,,2.141479,36.759077,Africa/Nairobi
39171,KE-0203,KE-0203,,-3.245482,38.181898,Africa/Nairobi
39172,KE-0204,KE-0204,,-1.363068,35.189882,Africa/Nairobi
39173,KE-0205,KE-0205,,-0.957591,34.306287,Africa/Nairobi
39174,KE-0206,KE-0206,,-0.518039,35.072837,Africa/Nairobi
39175,KE-0207,KE-0207,,0.61196,36.800095,Africa/Nairobi
39176,KE-0208,KE-0208,,-1.324213,35.246106,Africa/Nairobi
39177,KE-0209,KE-0209,,-2.446286,40.754641,Africa/Nairobi
39178,KE-0210,KE-0210,,-2.447421,40.740016,Africa/Nairobi
39179,KE-0211,KE-0211,,-2.37964,40.44099,Africa/Nairobi
39180,KE-0213,KE-0213,,2.812043,40.932484,Africa/Nairobi
39181,KE-6002,KE-6002,HKLA,1.578228,37.810502,Africa/Nairobi
39182,KE-6007,KE-6007,HKLR,1.968939,36.017375,Africa/Nairobi
39183,KE-6012,KE-6012,HKAR,-0.624792,35.065847,Africa/Nairobi
39184,KE-6013,KE-6013,HKBL,3.646972,37.350861,Africa/Nairobi
39185,KE-6018,KE-6018,HKFT,-1.433867,35.197504,Africa/Nairobi
39186,KE-6019,KE-6019,,-0.466199,36.191096,Africa/Nairobi
39187,KE-6020,KE-6020,HKIC,-1.142494,34.807464,Africa/Nairobi
39188,KE-6021,KE-6021,,-0.802967,36.090611,Africa/Nairobi
39189,KE-6025,KE-6025,,0.112167,37.423262,Africa/Nairobi
39190,KE-6027,KE-6027,,0.053588,36.795587,Africa/Nairobi
39191,KE-6028,KE-6028,HKUR,-3.102921,39.39604,Africa/Nairobi
39192,KE-6029,KE-6029,,-1.2999999523162842,36.95000076293945,Africa/Nairobi
39193,KE-6033,KE-6033,,0.00797,40.383176,Africa/Nairobi
39194,KE-6034,KE-6034,HKMX,0.028525,35.990654,Africa/Nairobi
39195,KE-6035,KE-6035,HKOP,2.345275,35.882778,Africa/Nairobi
39196,KE-6036,KE-6036,HKTH,3.033333,36.049999,Africa/Nairobi
39197,KE-6037,KE-6037,,2.033008,36.130927,Africa/Nairobi
39198,KE-6040,KE-6040,,-0.229829,36.005713,Africa/Nairobi
39199,KE-6041,KE-6041,,-1.045444,35.258906,Africa/Nairobi
39200,KE-6042,KE-6042,,2.013778,38.63422,Africa/Nairobi
39201,KE-6044,KE-6044,,-1.835944,37.784195,Africa/Nairobi
39202,KE-6050,KE-6050,,-0.017893,37.734289,Africa/Nairobi
39203,KE-6053,KE-6053,HKTF,-3.515636,38.246889,Africa/Nairobi
39204,KE-6054,KE-6054,,-3.402212,37.657592,Africa/Nairobi
39205,KE-6055,KE-6055,HKTW,1.895681,35.38826,Africa/Nairobi
39206,KE-6056,KE-6056,,-3.221986,37.801309,Africa/Nairobi
39207,KE-6058,KE-6058,,-2.369167,39.617584,Africa/Nairobi
39208,KE-6061,KE-6061,HKAC,-2.547635,39.638055,Africa/Nairobi
39209,KE-6062,KE-6062,,0.07532,37.347636,Africa/Nairobi
39210,KE-6064,KE-6064,,-2.569034,40.322601,Africa/Nairobi
39211,KE-6066,KE-6066,HKGE,-1.083519,35.18565,Africa/Nairobi
39212,KE-6067,KE-6067,HKBI,-0.12812,36.019289,Africa/Nairobi
39213,KE-6071,KE-6071,,0.332259,36.645009,Africa/Nairobi
39214,KE-6072,KE-6072,,-0.602639,36.367474,Africa/Nairobi
39215,KE-6074,KE-6074,,2.903096,37.476723,Africa/Nairobi
39216,KE-6076,KE-6076,HKHZ,0.18463,36.909579,Africa/Nairobi
39217,KE-6077,KE-6077,HJLX,-3.083905,39.264749,Africa/Nairobi
39218,KE-6079,KE-6079,HKRS,-1.079585,34.87741,Africa/Nairobi
39219,KE-6081,KE-6081,,-0.8526390194892883,36.26747131347656,Africa/Nairobi
39220,KE-6082,KE-6082,,0.316667,38.200001,Africa/Nairobi
39221,KE-6084,KE-6084,,-0.666147,36.311102,Africa/Nairobi
39222,KE-6087,KE-6087,HKMF,-1.14542,35.124922,Africa/Nairobi
39223,KE-6089,KE-6089,HKZM,0.886789,35.19948,Africa/Nairobi
39224,KE-6095,KE-6095,,-3.649041,39.85191,Africa/Nairobi
39225,KE-6109,KE-6109,,-0.111305,37.788594,Africa/Nairobi
39226,KE-6110,KE-6110,,-2.227678,40.845139,Africa/Nairobi
39227,KE-6112,KE-6112,HKOM,-1.271586,34.954666,Africa/Nairobi
39228,KE-6121,KE-6121,HKSJ,-1.298636,35.063885,Africa/Nairobi
39229,KE-6123,KE-6123,,-2.579389,36.912167,Africa/Nairobi
39230,KE-6127,KE-6127,HKZT,3.318857,37.064294,Africa/Nairobi
39231,KE-6151,KE-6151,HKSL,-0.243208,36.880909,Africa/Nairobi
39232,KE-6153,KE-6153,,4.333976,36.906768,Africa/Nairobi
39233,KE-6158,KE-6158,HKOJ,0.290272,36.940397,Africa/Nairobi
39234,KE-6166,KE-6166,,4.47532,35.91425,Africa/Nairobi
39235,KE-6175,KE-6175,,-3.358286,38.60958,Africa/Nairobi
39236,KE-6178,KE-6178,,0.976226,37.314215,Africa/Nairobi
39237,KE-6208,KE-6208,HKOK,-1.408586,35.110689,Africa/Nairobi
39238,KE-6320,KE-6320,,0.58256,36.432993,Africa/Nairobi
39239,KE-6394,KE-6394,,-4.52864,39.152237,Africa/Nairobi
39240,KE-6396,KE-6396,,1.098487,36.695144,Africa/Nairobi
39241,KE-6557,KE-6557,HKKM,3.705094,34.871293,Africa/Nairobi
39242,KE-6576,KE-6576,,-3.390194,37.672919,Africa/Nairobi
39243,KE-6596,KE-6596,,-1.823809,36.787012,Africa/Nairobi
39244,KE-6646,KE-6646,,-0.3405900001525879,36.91352462768555,Africa/Nairobi
39245,KE-6647,KE-6647,,0.926211,36.023547,Africa/Nairobi
39246,KE-6648,KE-6648,,-2.947635,38.250075,Africa/Nairobi
39247,KE-6649,KE-6649,,3.426179,40.229733,Africa/Nairobi
39248,KE-6650,KE-6650,,3.555089,38.644667,Africa/Nairobi
39249,KE-6656,KE-6656,HKBN,3.897056,40.320253,Africa/Nairobi
39250,KE-6873,KE-6873,,0.610893,35.282059,Africa/Nairobi
39251,KE-6883,KE-6883,,-0.045436,37.129827,Africa/Nairobi
39252,KE-6888,KE-6888,,0.128564,35.221267,Africa/Nairobi
39253,KE-6890,KE-6890,,1.779485,36.805969,Africa/Nairobi
39254,KE-6893,KE-6893,,-0.479808,35.244578,Africa/Nairobi
39255,KE-6894,KE-6894,,0.232462,37.28041,Africa/Nairobi
39256,KE-6907,KE-6907,,-2.319434,37.915699,Africa/Nairobi
39257,KE-6911,KE-6911,,-3.766667,39.283333,Africa/Nairobi
39258,KE-6920,KE-6920,,-1.695655,40.125721,Africa/Nairobi
39259,KE-6924,KE-6924,,0.720061,39.179998,Africa/Nairobi
39260,KE-6937,KE-6937,HKHE,2.388521,35.648423,Africa/Nairobi
39261,KE-6946,KE-6946,,1.273083,35.0681,Africa/Nairobi
39262,KE-6951,KE-6951,,-1.148785,41.046531,Africa/Nairobi
39263,KE-6957,KE-6957,HKRB,-3.342235,38.814481,Africa/Nairobi
39264,KE-6978,KE-6978,,0.317916,35.664712,Africa/Nairobi
39265,KE-6996,KE-6996,,0.536848,35.728044,Africa/Nairobi
39266,KE-6997,KE-6997,HKBA,0.454903,34.130728,Africa/Nairobi
39267,KE-6998,KE-6998,HKBU,0.577324,34.555384,Africa/Nairobi
39268,KE-6999,KE-6999,,0.536926,35.280518,Africa/Nairobi
39269,KE-7000,KE-7000,,-2.909822,37.524862,Africa/Nairobi
39270,KE-7001,KE-7001,,-1.947953,36.279916,Africa/Nairobi
39271,KE-7002,KE-7002,,-3.730548,39.039413,Africa/Nairobi
39272,KE-7003,KE-7003,,-2.713806,38.195006,Africa/Nairobi
39273,KE-7004,KE-7004,,-1.298219,36.915546,Africa/Nairobi
39274,KE-7005,KE-7005,,-2.41398,38.00291,Africa/Nairobi
39275,KE-7006,KE-7006,,0.359715,37.354913,Africa/Nairobi
39276,KE-7007,KE-7007,,-2.609847,38.345523,Africa/Nairobi
39277,KE-7008,KE-7008,,-2.596273,38.342404,Africa/Nairobi
39278,KE-7009,KE-7009,,-2.532761,38.285218,Africa/Nairobi
39279,KE-7010,KE-7010,,-2.67889,38.32016,Africa/Nairobi
39280,KE-7011,KE-7011,,-2.89335,37.877737,Africa/Nairobi
39281,KE-7012,KE-7012,,-3.069086,39.226745,Africa/Nairobi
39282,KE-7013,KE-7013,,-3.048654,38.631847,Africa/Nairobi
39283,KE-7014,KE-7014,HKSV,-2.990679,38.454175,Africa/Nairobi
39284,KE-7015,KE-7015,,0.091489,35.152851,Africa/Nairobi
39285,KE-7016,KE-7016,,-0.594227,36.427499,Africa/Nairobi
39286,KE-7017,KE-7017,,2.368708,35.716184,Africa/Nairobi
39287,KE-7018,KE-7018,,0.804492,37.149584,Africa/Nairobi
39288,KE-7019,KE-7019,,-0.47348,36.31721,Africa/Nairobi
39289,KE-7020,KE-7020,HKCG,-0.341416,35.337411,Africa/Nairobi
39290,KE-KIU,KE-KIU,HKIU,-1.741272,41.482707,Africa/Nairobi
39291,KE-LBK,KE-LBK,,0.348333,40.881699,Africa/Nairobi
39292,KE-LKU,KE-LKU,,3.416256,35.885468,Africa/Nairobi
39293,KE-MUM,KE-MUM,,0.355399,34.528234,Africa/Nairobi
39294,KE01,KE01,E01,31.582500457764,-102.90899658203,America/Chicago
39295,KE05,KE05,E05,32.661098,-107.197998,America/Denver
39296,KE06,KE06,KE06,32.95254,-103.40993,America/Denver
39297,KE11,KE11,E11,32.331100463867,-102.5299987793,America/Chicago
39298,KE13,KE13,E13,31.4151000977,-102.362998962,America/Chicago
39299,KE14,KE14,E14,36.026133,-106.045443,America/Denver
39300,KE16,KE16,E16,37.08160019,-121.5970001,America/Los_Angeles
39301,KE19,KE19,E19,36.233699798584,-101.43199920654,America/Chicago
39302,KE24,KE24,,33.810175,-109.986555,America/Phoenix
39303,KE25,KE25,KE25,33.970172,-112.796043,America/Phoenix
39304,KE26,KE26,E26,32.131099700928,-103.1549987793,America/Denver
39305,KE30,KE30,E30,31.6745,-99.976997,America/Chicago
39306,KE34,KE34,KE34,34.911499,-100.869003,America/Chicago
39307,KE35,KE35,,31.517176,-106.146984,America/Denver
39308,KE38,KE38,KE38,30.384199,-103.683998,America/Chicago
39309,KE41,KE41,E41,31.198900222800003,-101.472999573,America/Chicago
39310,KE42,KE42,E42,36.221001,-101.195,America/Chicago
39311,KE45,KE45,,37.861528,-120.178176,America/Los_Angeles
39312,KE48,KE48,,31.125099,-102.224998,America/Chicago
